hostgene_chrom,hostgene_TxStarts,hostgene_TxEnds,hostgene_cdsStart,hostgene_cdsEnd,hostgene_strand,hostgene_Name,hostgene_NCBI_ID,miR_chrom,miR_exonStarts,miR_exonEnds,miR_type,miR_name,miR_strand,gene_type,pre_mRNA_length
chr12,53046990,53064372,53054291,53063882,+,TNS2,NM_198316.2,chr12,53056944,53057012,miRNA_primary_transcript,hsa-mir-6757,+,protein-coding gene,17382.0
chr12,54016887,54035361,54035361,54035361,+,HOXC5,NR_003084.3,chr12,54033950,54034045,miRNA_primary_transcript,hsa-mir-615,+,non-coding gene,18474.0
chr12,54325130,54351846,54325163,54350523,+,COPZ1,NM_001271734.2,chr12,54337216,54337314,miRNA_primary_transcript,hsa-mir-148b,+,protein-coding gene,26716.0
chr12,57488067,57512769,57488090,57512308,+,MARS1,XM_047428852.1,chr12,57512688,57512750,miRNA_primary_transcript,hsa-mir-6758,+,protein-coding gene,24702.0
chr12,57516587,57520517,57516808,57517475,-,DDIT3,NM_001195056.1,chr12,57519163,57519259,miRNA_primary_transcript,hsa-mir-616,-,protein-coding gene,3930.0
chr12,57819926,57846729,57823601,57846435,-,CTDSP2,XM_005268556.3,chr12,57824609,57824692,miRNA_primary_transcript,hsa-mir-26a-2,-,protein-coding gene,26803.0
chr12,62602742,62622214,62622214,62622214,+,MIRLET7IHG,NR_186001.1,chr12,62603686,62603769,miRNA_primary_transcript,hsa-let-7i,+,non-coding gene,19472.0
chr13,91398620,92751233,91399046,92750100,+,GPC5,XM_017020435.3,chr13,92490163,92490220,miRNA_primary_transcript,hsa-mir-548as,+,protein-coding gene,1352613.0
chr13,23979801,24307069,23983893,24302773,+,SPATA13,NM_001286792.2,chr13,24162416,24162504,miRNA_primary_transcript,hsa-mir-2276,+,protein-coding gene,327268.0
chr13,51334404,51453036,51453036,51453036,-,INTS6,XR_007063674.1,chr13,51348567,51348639,miRNA_primary_transcript,hsa-mir-5693,-,non-coding gene,118632.0
chr13,96090106,96839562,96090862,96833198,+,HS6ST3,NM_153456.4,chr13,96427229,96427292,miRNA_primary_transcript,hsa-mir-4501,+,protein-coding gene,749456.0
chr13,99606689,99892123,99606695,99891413,+,CLYBL,NM_001393362.1,chr13,99643059,99643149,miRNA_primary_transcript,hsa-mir-4306,+,protein-coding gene,285434.0
chr13,101710803,102402048,101722830,102293980,-,FGF14,NM_001321941.2,chr13,101967642,101967746,miRNA_primary_transcript,hsa-mir-2681,-,protein-coding gene,691245.0
chr13,101710803,102402048,101722830,102293980,-,FGF14,NM_001321941.2,chr13,102045934,102046004,miRNA_primary_transcript,hsa-mir-4705,-,protein-coding gene,691245.0
chr13,113208192,113267108,113218980,113263582,+,CUL4A,NM_001278513.3,chr13,113262920,113262999,miRNA_primary_transcript,hsa-mir-8075,+,protein-coding gene,58916.0
chr13,20403668,20525857,20404128,20525794,-,CRYL1,NM_015974.3,chr13,20433778,20433846,miRNA_primary_transcript,hsa-mir-4499,-,protein-coding gene,122189.0
chr13,49982548,50125541,50125541,50125541,-,DLEU2,NR_152566.1,chr13,49996415,49996501,miRNA_primary_transcript,hsa-mir-3613,-,non-coding gene,142993.0
chr13,49982548,50125541,50125541,50125541,-,DLEU2,NR_152566.1,chr13,50048973,50049061,miRNA_primary_transcript,hsa-mir-16-1,-,non-coding gene,142993.0
chr13,55053806,55182736,55182736,55182736,+,LINC02335,NR_186625.1,chr13,55174454,55174548,miRNA_primary_transcript,hsa-mir-5007,+,non-coding gene,128930.0
chr13,87443986,87670963,87670963,87670963,-,MIR4500HG,NR_033829.1,chr13,87618665,87618740,miRNA_primary_transcript,hsa-mir-4500,-,non-coding gene,226977.0
chr13,98142588,98455176,98213242,98448317,+,FARP1,NM_001286839.2,chr13,98208524,98208600,miRNA_primary_transcript,hsa-mir-3170,+,protein-coding gene,312588.0
chr13,99200853,99386504,99238522,99385335,+,UBAC2,XM_011521082.3,chr13,99356131,99356228,miRNA_primary_transcript,hsa-mir-623,+,protein-coding gene,185651.0
chr13,110307283,110513209,110307903,110512191,+,COL4A2,NM_001846.4,chr13,110340958,110341029,miRNA_primary_transcript,hsa-mir-8073,+,protein-coding gene,205926.0
chr13,114234896,114262993,114235084,114262890,+,CDC16,XM_047430758.1,chr13,114244505,114244561,miRNA_primary_transcript,hsa-mir-548ar,+,protein-coding gene,28097.0
chr14,36677920,37172606,36680657,37172350,-,SLC25A21,NM_030631.4,chr14,36952309,36952391,miRNA_primary_transcript,hsa-mir-4503,-,protein-coding gene,494686.0
chr14,59595982,59870776,59596744,59870630,-,RTN1,NM_021136.3,chr14,59646962,59647020,miRNA_primary_transcript,hsa-mir-5586,-,protein-coding gene,274794.0
chr14,64914360,65062655,64914414,65061312,+,CHURC1-FNTB,NM_001202559.1,chr14,65044688,65044769,miRNA_primary_transcript,hsa-mir-4706,+,protein-coding gene,148295.0
chr14,27321825,27673221,27673221,27673221,-,MIR3171HG,NR_148992.1,chr14,27633205,27633278,miRNA_primary_transcript,hsa-mir-3171,-,non-coding gene,351396.0
chr14,30893803,31026379,30895410,31026185,-,STRN3,NM_001083893.2,chr14,31014646,31014742,miRNA_primary_transcript,hsa-mir-624,-,protein-coding gene,132576.0
chr14,99971421,100144236,99972052,100143738,+,EVL,XM_047431464.1,chr14,100109655,100109753,miRNA_primary_transcript,hsa-mir-342,+,protein-coding gene,172815.0
chr14,100239143,100282788,100239244,100277600,+,YY1,NM_003403.5,chr14,100277357,100277417,miRNA_primary_transcript,hsa-mir-6764,+,protein-coding gene,43645.0
chr14,100889648,100999113,100999113,100999113,+,MEG8,NR_146000.1,chr14,100911139,100911213,miRNA_primary_transcript,hsa-mir-370,+,non-coding gene,109465.0
chr14,23381986,23408273,23382039,23407223,-,MYH6,NM_002471.4,chr14,23388596,23388666,miRNA_primary_transcript,hsa-mir-208a,-,protein-coding gene,26287.0
chr14,23412739,23435660,23412853,23433732,-,MYH7,NM_000257.4,chr14,23417987,23418063,miRNA_primary_transcript,hsa-mir-208b,-,protein-coding gene,22921.0
chr14,24143364,24146610,24143408,24145273,-,PSME2,XM_006720213.3,chr14,24143489,24143565,miRNA_primary_transcript,hsa-mir-7703,-,protein-coding gene,3246.0
chr14,26873132,26914743,26914743,26914743,+,MIR4307HG,NR_110041.1,chr14,26908642,26908725,miRNA_primary_transcript,hsa-mir-4307,+,non-coding gene,41611.0
chr14,50242433,50309335,50247057,50308735,-,L2HGDH,XM_011537167.4,chr14,50299855,50299946,miRNA_primary_transcript,hsa-mir-4504,-,protein-coding gene,66902.0
chr14,54842016,54883370,54844016,54881590,-,GCH1,NM_001424105.1,chr14,54878113,54878193,miRNA_primary_transcript,hsa-mir-4308,-,protein-coding gene,41354.0
chr14,93934165,93955282,93934655,93955112,-,ASB2,XM_011536835.4,chr14,93948226,93948302,miRNA_primary_transcript,hsa-mir-4506,-,protein-coding gene,21117.0
chr14,95086227,95157529,95090497,95133458,-,DICER1,NM_001395682.1,chr14,95137919,95137986,miRNA_primary_transcript,hsa-mir-3173,-,protein-coding gene,71302.0
chr14,101045156,101051795,101051795,101051795,+,MIR381HG,NR_104192.1,chr14,101045920,101045994,miRNA_primary_transcript,hsa-mir-381,+,non-coding gene,6639.0
chr14,101045156,101051795,101051795,101051795,+,MIR381HG,NR_104192.1,chr14,101046455,101046538,miRNA_primary_transcript,hsa-mir-487b,+,non-coding gene,6639.0
chr14,101045156,101051795,101051795,101051795,+,MIR381HG,NR_104192.1,chr14,101047321,101047398,miRNA_primary_transcript,hsa-mir-539,+,non-coding gene,6639.0
chr14,101045156,101051795,101051795,101051795,+,MIR381HG,NR_104192.1,chr14,101047901,101047979,miRNA_primary_transcript,hsa-mir-889,+,non-coding gene,6639.0
chr14,101045156,101051795,101051795,101051795,+,MIR381HG,NR_104192.1,chr14,101048658,101048748,miRNA_primary_transcript,hsa-mir-544a,+,non-coding gene,6639.0
chr14,101045156,101051795,101051795,101051795,+,MIR381HG,NR_104192.1,chr14,101049550,101049646,miRNA_primary_transcript,hsa-mir-655,+,non-coding gene,6639.0
chr14,105140994,105167312,105142694,105167231,-,JAG2,XM_047431353.1,chr14,105150778,105150864,miRNA_primary_transcript,hsa-mir-6765,-,protein-coding gene,26318.0
chr15,87859750,88132583,87876934,88131987,-,NTRK3,XM_017022251.3,chr15,87946206,87946268,miRNA_primary_transcript,hsa-mir-11181,-,protein-coding gene,272833.0
chr15,25672236,25863327,25673403,25863096,-,ATP10A,XM_011521828.3,chr15,25848747,25848825,miRNA_primary_transcript,hsa-mir-4715,-,protein-coding gene,191091.0
chr15,31001064,31101725,31001821,31081355,-,TRPM1,NM_001252024.2,chr15,31065032,31065141,miRNA_primary_transcript,hsa-mir-211,-,protein-coding gene,100661.0
chr15,35144976,35546165,35304927,35546141,-,DPH6,XM_047433263.1,chr15,35372256,35372364,miRNA_primary_transcript,hsa-mir-3942,-,protein-coding gene,401189.0
chr15,36889203,37098696,36894753,37098172,-,MEIS2,NM_172315.3,chr15,36972821,36972901,miRNA_primary_transcript,hsa-mir-8063,-,protein-coding gene,209493.0
chr15,41621223,41769940,41696381,41767280,+,MGA,XM_047432304.1,chr15,41691585,41691678,miRNA_primary_transcript,hsa-mir-626,+,protein-coding gene,148717.0
chr15,42158700,42208304,42160760,42208153,-,VPS39,XM_011521403.3,chr15,42199570,42199666,miRNA_primary_transcript,hsa-mir-627,-,protein-coding gene,49604.0
chr15,51037487,51293912,51293912,51293912,+,MIR4713HG,NR_146310.1,chr15,51242190,51242264,miRNA_primary_transcript,hsa-mir-4713,+,non-coding gene,256425.0
chr15,51208056,51318497,51210807,51242912,-,CYP19A1,NM_001347249.2,chr15,51314032,51314107,miRNA_primary_transcript,hsa-mir-7973-2,-,protein-coding gene,110441.0
chr15,55355222,55498584,55498584,55498584,-,DNAAF4-CCPG1,NR_037923.1,chr15,55372940,55373034,miRNA_primary_transcript,hsa-mir-628,-,non-coding gene,143362.0
chr15,59132433,59372871,59137379,59372500,-,MYO1E,NM_004998.4,chr15,59171183,59171262,miRNA_primary_transcript,hsa-mir-2116,-,protein-coding gene,240438.0
chr15,62390549,62844631,62647310,62840610,+,TLN2,NM_001394547.1,chr15,62823957,62824041,miRNA_primary_transcript,hsa-mir-190a,+,protein-coding gene,454082.0
chr15,64739890,64774451,64741179,64774436,-,RBPMS2,XM_047432446.1,chr15,64762387,64762515,miRNA_primary_transcript,hsa-mir-1272,-,protein-coding gene,34561.0
chr15,65659122,65726100,65661850,65722887,-,DENND4A,XM_047432105.1,chr15,65719246,65719332,miRNA_primary_transcript,hsa-mir-4511,-,protein-coding gene,66978.0
chr15,68778534,68820895,68780080,68820751,-,ANP32A,NM_006305.4,chr15,68801850,68801925,miRNA_primary_transcript,hsa-mir-4312,-,protein-coding gene,42361.0
chr15,73051691,73305206,73052675,73302696,+,NEO1,XM_047432591.1,chr15,73299910,73299979,miRNA_primary_transcript,hsa-mir-12135,+,protein-coding gene,253515.0
chr15,74836117,74842676,74837227,74842673,-,ULK3,XM_047432368.1,chr15,74840642,74840707,miRNA_primary_transcript,hsa-mir-6882,-,protein-coding gene,6559.0
chr15,89998306,90082191,89998546,90079829,+,ZNF710,XM_047432486.1,chr15,90006755,90006841,miRNA_primary_transcript,hsa-mir-3174,+,protein-coding gene,83885.0
chr15,92900323,92949234,92901237,92949080,+,CHD2,NM_001042572.3,chr15,92904399,92904475,miRNA_primary_transcript,hsa-mir-3175,+,protein-coding gene,48911.0
chr15,96326045,96340258,96326309,96337622,+,NR2F2,NM_001145155.2,chr15,96333261,96333307,miRNA_primary_transcript,hsa-mir-1469,+,protein-coding gene,14213.0
chr15,98648538,98964530,98649581,98957442,+,IGF1R,XM_047432444.1,chr15,98784426,98784502,miRNA_primary_transcript,hsa-mir-4714,+,protein-coding gene,315992.0
chr15,101960812,101976605,101976605,101976605,+,WASH3P,NR_003659.2,chr15,101973524,101973591,miRNA_primary_transcript,hsa-mir-6859-3,+,non-coding gene,15793.0
chr15,34379067,34407674,34381410,34385281,-,GOLGA8A,XM_047432260.1,chr15,34382069,34382150,miRNA_primary_transcript,hsa-mir-1233-1,-,protein-coding gene,28607.0
chr15,34525094,34583651,34527631,34535912,-,GOLGA8B,NM_001023567.5,chr15,34528290,34528371,miRNA_primary_transcript,hsa-mir-1233-2,-,protein-coding gene,58557.0
chr15,35919894,35940927,35940927,35940927,+,LOC105370766,XR_932104.3,chr15,35926856,35926923,miRNA_primary_transcript,hsa-mir-4510,+,non-coding gene,21033.0
chr15,41848145,41881148,41848615,41881059,-,SPTBN5,XM_017022302.2,chr15,41866495,41866551,miRNA_primary_transcript,hsa-mir-4310,-,protein-coding gene,33003.0
chr15,52192321,52295804,52193901,52295636,-,MYO5C,NM_018728.4,chr15,52277117,52277200,miRNA_primary_transcript,hsa-mir-1266,-,protein-coding gene,103483.0
chr15,66489747,66497762,66494435,66497731,-,SNAPC5,NM_006049.4,chr15,66496958,66497034,miRNA_primary_transcript,hsa-mir-4512,-,protein-coding gene,8015.0
chr15,70047789,70094789,70050096,70094567,-,TLE3,NM_001282982.2,chr15,70079372,70079468,miRNA_primary_transcript,hsa-mir-629,-,protein-coding gene,47000.0
chr15,74409288,74420727,74410623,74420293,-,SEMA7A,XM_047433177.1,chr15,74411357,74411432,miRNA_primary_transcript,hsa-mir-6881,-,protein-coding gene,11439.0
chr15,85759325,85780710,85768040,85769810,-,KLHL25,XM_047432937.1,chr15,85770496,85770578,miRNA_primary_transcript,hsa-mir-1276,-,protein-coding gene,21385.0
chr15,88604682,88632281,88626209,88630294,+,AEN,XM_047432946.1,chr15,88611825,88611934,miRNA_primary_transcript,hsa-mir-7-2,+,protein-coding gene,27599.0
chr15,89316319,89334824,89330207,89333809,-,POLGARF,NM_001406557.1,chr15,89326739,89326810,miRNA_primary_transcript,hsa-mir-6766,-,protein-coding gene,18505.0
chr15,89830598,89893994,89835514,89893949,-,AP3S2,NM_005829.5,chr15,89850637,89850721,miRNA_primary_transcript,hsa-mir-5094,-,protein-coding gene,63396.0
chr15,89830598,89893994,89835514,89893949,-,AP3S2,NM_005829.5,chr15,89883931,89884030,miRNA_primary_transcript,hsa-mir-5009,-,protein-coding gene,63396.0
chr16,2088707,2113268,2089726,2112903,-,PKD1,XM_005255370.4,chr16,2090195,2090284,miRNA_primary_transcript,hsa-mir-1225,-,protein-coding gene,24561.0
chr16,5239720,7713340,5239766,7710745,+,RBFOX1,NM_001415888.1,chr16,5632467,5632566,miRNA_primary_transcript,hsa-mir-8065,+,protein-coding gene,2473620.0
chr16,23835982,24220611,23836175,24220113,+,PRKCB,NM_212535.3,chr16,24203116,24203231,miRNA_primary_transcript,hsa-mir-1273h,+,protein-coding gene,384629.0
chr16,82626968,83181025,82627092,83171566,+,CDH13,NM_001220492.2,chr16,82688931,82689019,miRNA_primary_transcript,hsa-mir-8058,+,protein-coding gene,554057.0
chr16,82626968,83545701,82627057,83545382,+,CDH13,XM_017022848.3,chr16,83508346,83508408,miRNA_primary_transcript,hsa-mir-3182,+,protein-coding gene,918733.0
chr16,14911761,14952060,14952060,14952060,+,PKD1P3-NPIPA1,NR_146231.1,chr16,14925937,14926003,miRNA_primary_transcript,hsa-mir-6511a-1,+,non-coding gene,40299.0
chr16,14911761,14952060,14952060,14952060,+,PKD1P3-NPIPA1,NR_146231.1,chr16,14930820,14930879,miRNA_primary_transcript,hsa-mir-6770-1,+,non-coding gene,40299.0
chr16,18317918,18352445,18352445,18352445,-,PKD1P4-NPIPA8,NR_146336.1,chr16,18344013,18344079,miRNA_primary_transcript,hsa-mir-6511a-4,-,non-coding gene,34527.0
chr16,25691958,26137685,25692417,26136248,+,HS3ST4,NM_006040.3,chr16,26025237,26025310,miRNA_primary_transcript,hsa-mir-548w,+,protein-coding gene,445727.0
chr16,28688557,28735164,28711686,28735133,+,EIF3C,XM_017023814.3,chr16,28724252,28724321,miRNA_primary_transcript,hsa-mir-6862-2,+,protein-coding gene,46607.0
chr16,28950936,28967092,28951011,28963863,+,NFATC2IP,NM_001394786.1,chr16,28958583,28958661,miRNA_primary_transcript,hsa-mir-4517,+,protein-coding gene,16156.0
chr16,56191488,56348199,56192235,56343950,+,GNAO1,NM_138736.3,chr16,56245520,56245623,miRNA_primary_transcript,hsa-mir-3935,+,protein-coding gene,156711.0
chr16,56865206,56915850,56865235,56913405,+,SLC12A3,NM_001410896.1,chr16,56904264,56904353,miRNA_primary_transcript,hsa-mir-6863,+,protein-coding gene,50644.0
chr16,57758216,57803253,57759148,57803012,-,KIFC3,NM_001318710.2,chr16,57772289,57772352,miRNA_primary_transcript,hsa-mir-6772,-,protein-coding gene,45037.0
chr16,69762331,69941739,69787010,69939940,+,WWP2,XM_011522825.2,chr16,69933081,69933180,miRNA_primary_transcript,hsa-mir-140,+,protein-coding gene,179408.0
chr16,81444807,81711762,81445241,81709799,+,CMIP,XM_011523352.2,chr16,81533902,81533966,miRNA_primary_transcript,hsa-mir-7854,+,protein-coding gene,266955.0
chr16,81444807,81711762,81445241,81709799,+,CMIP,XM_011523352.2,chr16,81611348,81611408,miRNA_primary_transcript,hsa-mir-6504,+,protein-coding gene,266955.0
chr16,85169511,85651053,85169524,85650593,+,GSE1,XM_047433837.1,chr16,85207796,85207895,miRNA_primary_transcript,hsa-mir-12128,+,protein-coding gene,481542.0
chr16,85707516,85751096,85708007,85735217,-,C16orf74,NM_206967.3,chr16,85741621,85741700,miRNA_primary_transcript,hsa-mir-1910,-,protein-coding gene,43580.0
chr16,88451768,88537031,88451851,88534979,+,ZFPM1,XM_047433667.1,chr16,88468918,88469031,miRNA_primary_transcript,hsa-mir-5189,+,protein-coding gene,85263.0
chr16,88715337,88785220,88715604,88784964,-,PIEZO1,NM_001142864.4,chr16,88716278,88716337,miRNA_primary_transcript,hsa-mir-4722,-,protein-coding gene,69883.0
chr16,527711,554636,546838,553516,+,CAPN15,XM_047434531.1,chr16,535316,535368,miRNA_primary_transcript,hsa-mir-5587,+,protein-coding gene,26925.0
chr16,1706194,1770317,1706339,1768824,+,MAPK8IP3,NM_001040439.2,chr16,1734985,1735066,miRNA_primary_transcript,hsa-mir-3177,+,protein-coding gene,64123.0
chr16,2268662,2273072,2273072,2273072,+,MIR3677HG,NR_132988.1,chr16,2270713,2270772,miRNA_primary_transcript,hsa-mir-3677,+,non-coding gene,4410.0
chr16,2429446,2458854,2443795,2457020,+,CCNF,NM_001323538.2,chr16,2445392,2445457,miRNA_primary_transcript,hsa-mir-6767,+,protein-coding gene,29408.0
chr16,2460108,2464963,2460144,2464668,+,TEDC2,XM_011522667.2,chr16,2463967,2464038,miRNA_primary_transcript,hsa-mir-6768,+,protein-coding gene,4855.0
chr16,4624825,4690972,4624960,4688908,+,MGRN1,NM_001142289.3,chr16,4671318,4671390,miRNA_primary_transcript,hsa-mir-6769a,+,protein-coding gene,66147.0
chr16,14301380,14331062,14331062,14331062,+,MIR193BHG,NR_170633.1,chr16,14303967,14304049,miRNA_primary_transcript,hsa-mir-193b,+,non-coding gene,29682.0
chr16,14301380,14331062,14331062,14331062,+,MIR193BHG,NR_170633.1,chr16,14309285,14309371,miRNA_primary_transcript,hsa-mir-365a,+,non-coding gene,29682.0
chr16,16310133,16332477,16332477,16332477,+,PKD1P1,NR_187118.1,chr16,16324588,16324654,miRNA_primary_transcript,hsa-mir-6511a-2,+,non-coding gene,22344.0
chr16,16310133,16332477,16332477,16332477,+,PKD1P1,NR_187118.1,chr16,16329305,16329364,miRNA_primary_transcript,hsa-mir-6770-2,+,non-coding gene,22344.0
chr16,18358104,18401925,18401925,18401925,-,PKD1P5-LOC105376752,NR_146331.1,chr16,18379351,18379410,miRNA_primary_transcript,hsa-mir-6770-3,-,non-coding gene,43821.0
chr16,28379580,28394291,28379797,28391843,-,EIF3CL,XM_017023621.2,chr16,28390982,28391051,miRNA_primary_transcript,hsa-mir-6862-1,-,protein-coding gene,14711.0
chr16,29545010,29613717,29613717,29613717,-,SMG1P2,NR_135317.1,chr16,29599179,29599265,miRNA_primary_transcript,hsa-mir-3680-2,-,non-coding gene,68707.0
chr16,30472741,30523185,30472837,30521665,+,ITGAL,NM_001114380.2,chr16,30503919,30504001,miRNA_primary_transcript,hsa-mir-4518,+,protein-coding gene,50444.0
chr16,30833625,30894077,30834947,30893944,-,BCL7C,NM_001286526.2,chr16,30875266,30875323,miRNA_primary_transcript,hsa-mir-4519,-,protein-coding gene,60452.0
chr16,50244698,50318135,50288179,50315505,+,ADCY7,XM_047433560.1,chr16,50292616,50292675,miRNA_primary_transcript,hsa-mir-6771,+,protein-coding gene,73437.0
chr16,50742085,50782376,50749698,50782342,+,CYLD,XM_047433664.1,chr16,50742305,50742377,miRNA_primary_transcript,hsa-mir-3181,+,protein-coding gene,40291.0
chr16,68229032,68235622,68230225,68234056,-,ESRP2,XM_006721273.5,chr16,68233426,68233499,miRNA_primary_transcript,hsa-mir-6773,-,protein-coding gene,6590.0
chr16,85899161,85922606,85903015,85921282,+,IRF8,NM_002163.4,chr16,85918347,85918416,miRNA_primary_transcript,hsa-mir-6774,+,protein-coding gene,23445.0
chr16,87830022,87869507,87832969,87869422,-,SLC7A5,NM_003486.7,chr16,87834592,87834660,miRNA_primary_transcript,hsa-mir-6775,-,protein-coding gene,39485.0
chr17,1003518,1078993,1006079,1078859,-,ABR,NM_001282149.2,chr17,1022476,1022559,miRNA_primary_transcript,hsa-mir-3183,-,protein-coding gene,75475.0
chr17,17811333,17836986,17812621,17836817,-,SREBF1,NM_001005291.3,chr17,17813480,17813545,miRNA_primary_transcript,hsa-mir-6777,-,protein-coding gene,25653.0
chr17,17811333,17836986,17812621,17836817,-,SREBF1,NM_001005291.3,chr17,17813836,17813931,miRNA_primary_transcript,hsa-mir-33b,-,protein-coding gene,25653.0
chr17,48133441,48430214,48137235,48430120,-,SKAP1,NM_003726.4,chr17,48156427,48156511,miRNA_primary_transcript,hsa-mir-1203,-,protein-coding gene,296773.0
chr17,4967996,4982775,4968755,4981681,-,CAMTA2,XM_006721482.4,chr17,4969702,4969771,miRNA_primary_transcript,hsa-mir-6864,-,protein-coding gene,14779.0
chr17,4967996,4982775,4968755,4981681,-,CAMTA2,XM_006721482.4,chr17,4970086,4970150,miRNA_primary_transcript,hsa-mir-6865,-,protein-coding gene,14779.0
chr17,12020876,12125958,12020886,12125656,+,MAP2K4,XM_011523976.3,chr17,12081899,12081996,miRNA_primary_transcript,hsa-mir-744,+,protein-coding gene,105082.0
chr17,16217209,16314172,16217226,16313969,+,PIGL,XM_011524080.3,chr17,16282014,16282088,miRNA_primary_transcript,hsa-mir-1288,+,protein-coding gene,96963.0
chr17,18327872,18363550,18328749,18355981,-,SHMT1,XM_017024957.2,chr17,18340814,18340886,miRNA_primary_transcript,hsa-mir-6778,-,protein-coding gene,35678.0
chr17,36948953,37056871,36949125,37056664,+,AATF,NM_001411094.1,chr17,37033745,37033813,miRNA_primary_transcript,hsa-mir-2909,+,protein-coding gene,107918.0
chr17,37609738,37630079,37614295,37629875,-,DDX52,XM_011524233.4,chr17,37614931,37615039,miRNA_primary_transcript,hsa-mir-378j,-,protein-coding gene,20341.0
chr17,39688093,39728658,39707006,39728044,+,ERBB2,NM_001005862.3,chr17,39726495,39726561,miRNA_primary_transcript,hsa-mir-4728,+,protein-coding gene,40565.0
chr17,42458877,42514690,42460894,42514586,+,ATP6V0A1,XM_047436304.1,chr17,42494773,42494830,miRNA_primary_transcript,hsa-mir-548at,+,protein-coding gene,55813.0
chr17,42700274,42745040,42702531,42728941,-,EZH1,NM_001991.5,chr17,42708084,42708151,miRNA_primary_transcript,hsa-mir-6780a,-,protein-coding gene,44766.0
chr17,46512467,47049128,46512712,47049061,+,LRRC37A2,XM_024450773.2,chr17,46973017,46973100,miRNA_primary_transcript,hsa-mir-5089,+,protein-coding gene,536661.0
chr17,59109856,59155186,59112332,59155083,-,SKA2,NM_001100595.2,chr17,59137758,59137872,miRNA_primary_transcript,hsa-mir-454,-,protein-coding gene,45330.0
chr17,59109856,59155186,59112332,59155083,-,SKA2,NM_001100595.2,chr17,59151136,59151221,miRNA_primary_transcript,hsa-mir-301a,-,protein-coding gene,45330.0
chr17,59331654,59401729,59353409,59397190,+,YPEL2,NM_001005404.4,chr17,59366083,59366154,miRNA_primary_transcript,hsa-mir-4729,+,protein-coding gene,70075.0
chr17,66302612,66798320,66302851,66796531,+,PRKCA,XM_017024836.3,chr17,66787072,66787168,miRNA_primary_transcript,hsa-mir-634,+,protein-coding gene,495708.0
chr17,67377280,67697256,67378154,67692888,+,PITPNC1,NM_012417.4,chr17,67471489,67471585,miRNA_primary_transcript,hsa-mir-548aa-2,+,protein-coding gene,319976.0
chr17,80036641,80100613,80036662,80099775,+,CCDC40,NM_017950.4,chr17,80098828,80098877,miRNA_primary_transcript,hsa-mir-1268b,+,protein-coding gene,63972.0
chr17,81117294,81166221,81118401,81165992,-,AATK,NM_001080395.3,chr17,81125276,81125373,miRNA_primary_transcript,hsa-mir-657,-,protein-coding gene,48927.0
chr17,81117294,81166221,81118401,81165992,-,AATK,NM_001080395.3,chr17,81125883,81125949,miRNA_primary_transcript,hsa-mir-338,-,protein-coding gene,48927.0
chr17,81117294,81166221,81118401,81165992,-,AATK,NM_001080395.3,chr17,81133196,81133308,miRNA_primary_transcript,hsa-mir-1250,-,protein-coding gene,48927.0
chr17,2689386,2706650,2690593,2704550,-,CLUH,XM_047435692.1,chr17,2692861,2692919,miRNA_primary_transcript,hsa-mir-6776,-,protein-coding gene,17264.0
chr17,2720800,2749652,2724410,2735145,-,CCDC92B,NM_001355573.2,chr17,2748078,2748182,miRNA_primary_transcript,hsa-mir-1253,-,protein-coding gene,28852.0
chr17,7015817,7019654,7019654,7019654,-,MIR497HG,NR_038310.1,chr17,7017615,7017701,miRNA_primary_transcript,hsa-mir-195,-,non-coding gene,3837.0
chr17,7015817,7019654,7019654,7019654,-,MIR497HG,NR_038310.1,chr17,7017911,7018022,miRNA_primary_transcript,hsa-mir-497,-,non-coding gene,3837.0
chr17,8140471,8152404,8141067,8150706,-,PER1,NM_002616.3,chr17,8144994,8145071,miRNA_primary_transcript,hsa-mir-6883,-,protein-coding gene,11933.0
chr17,15229778,15260820,15230916,15260727,-,PMP22,NM_153322.3,chr17,15251627,15251696,miRNA_primary_transcript,hsa-mir-4731,-,protein-coding gene,31042.0
chr17,19334694,19362723,19337719,19362569,-,B9D1,NM_001321218.2,chr17,19344506,19344574,miRNA_primary_transcript,hsa-mir-1180,-,protein-coding gene,28029.0
chr17,28357646,28363683,28357670,28361252,+,TMEM199,NM_152464.3,chr17,28360654,28360734,miRNA_primary_transcript,hsa-mir-4723,+,protein-coding gene,6037.0
chr17,31090741,31094814,31094814,31094814,-,MIR4733HG,NR_186436.1,chr17,31094350,31094425,miRNA_primary_transcript,hsa-mir-4733,-,non-coding gene,4073.0
chr17,31571141,31575659,31575659,31575659,+,MIR365BHG,NR_186556.1,chr17,31575269,31575358,miRNA_primary_transcript,hsa-mir-4725,+,non-coding gene,4518.0
chr17,38705272,38729795,38705632,38725598,+,MLLT6,NM_005937.4,chr17,38719691,38719748,miRNA_primary_transcript,hsa-mir-4726,+,protein-coding gene,24523.0
chr17,38870057,38921770,38878099,38918778,+,LASP1,NM_001271608.2,chr17,38914979,38915042,miRNA_primary_transcript,hsa-mir-6779,+,protein-coding gene,51713.0
chr17,40019103,40054408,40019528,40053598,-,MED24,NM_001079518.2,chr17,40026332,40026409,miRNA_primary_transcript,hsa-mir-6884,-,protein-coding gene,35305.0
chr17,40140536,40167612,40140548,40167439,+,CASC3,XM_047435623.1,chr17,40161933,40162001,miRNA_primary_transcript,hsa-mir-6866,+,protein-coding gene,27076.0
